,file_name,label,label_confidence,group_size
0,360_PENTEKTEST_frame_51_Vehicle.txt,Vehicle,1.0,1
1,298_PENTEKTEST_frame_44_Vehicle.txt,Vehicle,1.0,1
2,7_PENTEKTEST_frame_46_Sus_scrofa.txt,Animal,1.0,1
3,288_KLESZO_frame_57_Canis_lupus.txt,Animal,1.0,4
4,3673_KLESZO_frame_108_Vulpes_vulpes.txt,Animal,1.0,1
5,211_PENTEKTEST_EMPTY_frame_40_Person.txt,Person,1.0,1
6,141_PENTEKTEST_frame_22_Capreolus_capreolus.txt,Animal,1.0,2
7,313_PENTEKTEST_frame_29_Vehicle.txt,Vehicle,1.0,1
8,443_KLESZO_frame_7_Canis_lupus.txt,Animal,1.0,1
9,164_PENTEKTEST_frame_46_Vulpes_vulpes.txt,Animal,1.0,2
10,3852_KLESZO_frame_71_Vulpes_vulpes.txt,Animal,1.0,1
11,231_PENTEKTEST_frame_25_Meles_meles.txt,Animal,1.0,1
12,438_PENTEKTEST_frame_1_Person.txt,Person,1.0,2
13,4368_KLESZO_frame_179_Sus_scrofa.txt,Animal,1.0,2
14,489_KLESZO_frame_77_Ovis_orientalis.txt,Animal,1.0,1
15,376_PENTEKTEST_frame_27_Cervus_elaphus.txt,Animal,1.0,2
16,4906_KLESZO_frame_158_Vulpes_vulpes.txt,Animal,1.0,1
17,30_PENTEKTEST_frame_12_Person.txt,Person,1.0,1
18,13525_KLESZO_frame_45_Sus_scrofa.txt,Animal,1.0,1
19,3554_KLESZO_frame_38_Vulpes_vulpes.txt,Animal,1.0,1
20,141_PENTEKTEST_frame_53_Cervus_elaphus.txt,Animal,1.0,1
21,72_PENTEKTEST_frame_15_Ovis_orientalis.txt,Animal,1.0,2
22,499_KLESZO_frame_85_Ovis_orientalis.txt,Animal,1.0,1
23,1073_PENTEKTEST_EMPTY_frame_9_Vulpes_vulpes.txt,Animal,1.0,1
24,13533_KLESZO_frame_13_Sus_scrofa.txt,Animal,1.0,2
25,444_KLESZO_frame_62_Canis_lupus.txt,Animal,1.0,1
26,483_KLESZO_frame_73_Ovis_orientalis.txt,Animal,1.0,2
27,126_KLESZO_frame_77_Canis_lupus.txt,Animal,1.0,1
28,293_PENTEKTEST_frame_2_Vehicle.txt,Vehicle,1.0,1
29,1789_KLESZO_frame_49_Vulpes_vulpes.txt,Animal,1.0,1
30,144_PENTEKTEST_frame_64_Cervus_elaphus.txt,Animal,1.0,1
31,57_PENTEKTEST_frame_49_Dog.txt,Person,0.75,4
32,59_PENTEKTEST_frame_56_Dog.txt,Person,1.0,2
33,488_KLESZO_frame_91_Ovis_orientalis.txt,Animal,1.0,2
