,file_name,label,label_confidence,n_annotated_objects,n_annotated_frames,mean_group_size,max_group_size
0,7_PENTEKTEST_Sus_scrofa,Artiodactyla,1.0,77,74,1.0405405405405406,2
1,7_PENTEKTEST_Felis_silvestris,Carnivora,1.0,25,23,1.0869565217391304,2
2,7_PENTEKTEST_Meles_meles,Carnivora,0.9622641509433962,56,53,1.0566037735849056,2
3,288_KLESZO_Canis_lupus,Carnivora,1.0,233,72,3.236111111111111,5
4,3673_KLESZO_Vulpes_vulpes,Carnivora,1.0,132,130,1.0153846153846153,2
5,211_PENTEKTEST_Person,Person,1.0,1,1,1.0,1
6,141_PENTEKTEST_Cervus_elaphus,Artiodactyla,1.0,67,51,1.3137254901960784,2
7,141_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,276,137,2.0145985401459856,3
8,313_PENTEKTEST_Vulpes_vulpes,Carnivora,0.9285714285714286,18,14,1.2857142857142858,2
9,313_PENTEKTEST_Vehicle,Vehicle,1.0,27,27,1.0,1
10,443_KLESZO_Canis_lupus,Carnivora,1.0,16,15,1.0666666666666667,2
11,164_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,9,9,1.0,1
12,164_PENTEKTEST_Vulpes_vulpes,Artiodactyla,0.9230769230769231,27,26,1.0384615384615385,2
13,164_PENTEKTEST_Dog,Person,0.8589743589743589,213,78,2.730769230769231,4
14,3852_KLESZO_Vulpes_vulpes,Carnivora,1.0,18,18,1.0,1
15,231_PENTEKTEST_Meles_meles,Carnivora,0.96,25,25,1.0,1
16,438_PENTEKTEST_Person,Person,1.0,31,17,1.8235294117647058,3
17,4368_KLESZO_Sus_scrofa,Artiodactyla,0.5,4,2,2.0,3
18,489_KLESZO_Ovis_orientalis,Artiodactyla,0.9629629629629629,84,81,1.037037037037037,2
19,376_PENTEKTEST_Cervus_elaphus,Artiodactyla,0.9868421052631579,163,76,2.1447368421052633,4
20,4906_KLESZO_Vulpes_vulpes,Artiodactyla,1.0,98,98,1.0,1
21,30_PENTEKTEST_Person,Person,1.0,76,76,1.0,1
22,13525_KLESZO_Sus_scrofa,Artiodactyla,1.0,7,4,1.75,2
23,3554_KLESZO_Vulpes_vulpes,Carnivora,0.6756756756756757,79,74,1.0675675675675675,2
24,72_PENTEKTEST_Felis_silvestris,Carnivora,1.0,22,20,1.1,2
25,72_PENTEKTEST_Ovis_orientalis,Artiodactyla,0.9636363636363636,123,55,2.2363636363636363,3
26,499_KLESZO_Ovis_orientalis,Artiodactyla,1.0,83,81,1.0246913580246915,2
27,13533_KLESZO_Sus_scrofa,Artiodactyla,1.0,12,6,2.0,3
28,444_KLESZO_Canis_lupus,Carnivora,0.8292682926829268,42,41,1.024390243902439,2
29,483_KLESZO_Ovis_orientalis,Artiodactyla,1.0,229,154,1.4870129870129871,3
30,126_KLESZO_Canis_lupus,Carnivora,0.7088607594936709,89,79,1.1265822784810127,3
31,293_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,63,58,1.0862068965517242,2
32,293_PENTEKTEST_Vehicle,Vehicle,1.0,80,79,1.0126582278481013,2
33,1789_KLESZO_Vulpes_vulpes,Carnivora,1.0,102,93,1.096774193548387,2
34,144_PENTEKTEST_Cervus_elaphus,Artiodactyla,0.9932885906040269,157,149,1.0536912751677852,2
35,144_PENTEKTEST_Vulpes_vulpes,Carnivora,1.0,2,2,1.0,1
36,57_PENTEKTEST_Person,Person,1.0,68,68,1.0,1
37,57_PENTEKTEST_Dog,Person,0.9746835443037974,287,79,3.632911392405063,6
38,59_PENTEKTEST_Dog,Person,0.797752808988764,163,89,1.8314606741573034,3
39,488_KLESZO_Ovis_orientalis,Artiodactyla,1.0,332,153,2.1699346405228757,4
40,182_PENTEKTEST_Canis_lupus,Carnivora,0.9722222222222222,245,144,1.7013888888888888,3
41,20_PENTEKTEST_Vehicle,Vehicle,1.0,80,79,1.0126582278481013,2
42,129_PENTEKTEST_Dog,Person,1.0,260,65,4.0,5
43,156_PENTEKTEST_Cervus_elaphus,Artiodactyla,1.0,1,1,1.0,1
44,156_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,141,78,1.8076923076923077,3
45,3698_KLESZO_Vulpes_vulpes,Carnivora,1.0,153,147,1.0408163265306123,2
46,703_PENTEKTEST_Vehicle,Vehicle,1.0,79,79,1.0,1
47,18_PENTEKTEST_Ovis_orientalis,Carnivora,0.6666666666666666,60,45,1.3333333333333333,3
48,492_KLESZO_Ovis_orientalis,Artiodactyla,0.9803921568627451,158,153,1.0326797385620916,2
49,492_PENTEKTEST_Person,Person,1.0,127,63,2.015873015873016,3
50,495_KLESZO_Ovis_orientalis,Artiodactyla,1.0,341,154,2.2142857142857144,5
51,78_KLESZO_Felis_silvestris,Carnivora,1.0,34,32,1.0625,2
52,183_PENTEKTEST_Canis_lupus,Carnivora,1.0,11,9,1.2222222222222223,2
53,296_PENTEKTEST_Vehicle,Vehicle,1.0,52,52,1.0,1
54,5394_KLESZO_Vulpes_vulpes,Carnivora,0.9902912621359223,103,103,1.0,1
55,1_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,28,28,1.0,1
56,1_PENTEKTEST_Sus_scrofa,Artiodactyla,1.0,15,15,1.0,1
57,1_PENTEKTEST_Ovis_orientalis,Artiodactyla,1.0,3,2,1.5,2
58,105_PENTEKTEST_Sus_scrofa,Artiodactyla,1.0,57,54,1.0555555555555556,2
59,105_PENTEKTEST_Dog,Person,0.9811320754716981,175,53,3.30188679245283,6
60,15_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,127,63,2.015873015873016,3
61,15_PENTEKTEST_Dog,Person,1.0,158,79,2.0,2
62,171_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,100,78,1.2820512820512822,2
63,171_PENTEKTEST_Vehicle,Person,1.0,23,23,1.0,1
64,504_KLESZO_Ovis_orientalis,Artiodactyla,1.0,232,154,1.5064935064935066,2
65,285_PENTEKTEST_Person,Person,1.0,34,34,1.0,1
66,80_PENTEKTEST_Canis_lupus,Carnivora,1.0,21,20,1.05,2
67,80_PENTEKTEST_Felis_silvestris,Carnivora,1.0,30,30,1.0,1
68,5365_KLESZO_Vulpes_vulpes,Carnivora,1.0,48,47,1.0212765957446808,2
69,284_PENTEKTEST_Person,Person,1.0,160,79,2.0253164556962027,3
70,284_PENTEKTEST_Vehicle,Vehicle,1.0,80,79,1.0126582278481013,2
71,12080_KLESZO_Sus_scrofa,Artiodactyla,1.0,5,4,1.25,2
72,486_KLESZO_Ovis_orientalis,Artiodactyla,0.9605263157894737,160,152,1.0526315789473684,2
73,106_PENTEKTEST_Capreolus_capreolus,Artiodactyla,0.9814814814814815,61,54,1.1296296296296295,2
74,4910_KLESZO_Vulpes_vulpes,Artiodactyla,1.0,40,34,1.1764705882352942,2
75,542_PENTEKTEST_Person,Person,1.0,122,114,1.0701754385964912,3
76,244_KLESZO_Ovis_orientalis,Artiodactyla,1.0,106,106,1.0,1
77,471_KLESZO_Ovis_orientalis,Carnivora,0.5033112582781457,160,151,1.0596026490066226,2
78,12261_KLESZO_Sus_scrofa,Artiodactyla,1.0,32,14,2.2857142857142856,4
79,127_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,76,75,1.0133333333333334,2
80,191_PENTEKTEST_Canis_lupus,Carnivora,0.9864864864864865,82,74,1.1081081081081081,2
81,191_PENTEKTEST_Capreolus_capreolus,Artiodactyla,0.9811320754716981,57,53,1.0754716981132075,2
82,6001_KLESZO_Vehicle,Vehicle,1.0,117,102,1.1470588235294117,2
83,120_PENTEKTEST_Dog,Person,1.0,181,86,2.104651162790698,4
84,13528_KLESZO_Sus_scrofa,Artiodactyla,1.0,13,11,1.1818181818181819,2
85,475_KLESZO_Ovis_orientalis,Artiodactyla,1.0,321,153,2.0980392156862746,4
86,340_PENTEKTEST_Vulpes_vulpes,Carnivora,1.0,63,62,1.0161290322580645,2
87,12124_KLESZO_Sus_scrofa,Artiodactyla,1.0,55,8,6.875,8
88,8_PENTEKTEST_Dog,Carnivora,0.5142857142857142,129,70,1.8428571428571427,3
89,326_PENTEKTEST_Vehicle,Vehicle,1.0,79,78,1.0128205128205128,2
90,51_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,4,4,1.0,1
91,51_PENTEKTEST_Dog,Person,0.859375,182,64,2.84375,4
92,19_PENTEKTEST_Dog,Carnivora,0.972972972972973,148,74,2.0,4
93,1_KLESZO_Sus_scrofa,Artiodactyla,1.0,1,1,1.0,1
94,1_KLESZO_Felis_silvestris,Carnivora,1.0,103,102,1.0098039215686274,2
95,1_KLESZO_Dog,Carnivora,1.0,1,1,1.0,1
96,189_PENTEKTEST_Canis_lupus,Carnivora,0.9916666666666667,189,120,1.575,3
97,519_PENTEKTEST_Vehicle,Vehicle,1.0,30,30,1.0,1
98,569_PENTEKTEST_Vehicle,Vehicle,1.0,19,18,1.0555555555555556,2
99,330_PENTEKTEST_Vehicle,Vehicle,1.0,38,38,1.0,1
100,484_KLESZO_Ovis_orientalis,Artiodactyla,1.0,468,128,3.65625,5
101,275_PENTEKTEST_Meles_meles,Carnivora,1.0,28,27,1.037037037037037,2
102,12244_KLESZO_Sus_scrofa,Artiodactyla,1.0,21,6,3.5,4
103,276_PENTEKTEST_Capreolus_capreolus,Artiodactyla,1.0,63,63,1.0,1
104,491_KLESZO_Ovis_orientalis,Artiodactyla,1.0,1282,132,9.712121212121213,14
105,2_KLESZO_Sus_scrofa,Artiodactyla,1.0,5,5,1.0,1
106,2_KLESZO_Felis_silvestris,Carnivora,1.0,39,38,1.0263157894736843,2
107,2_KLESZO_Dog,Artiodactyla,0.5161290322580645,34,31,1.096774193548387,2
108,458_PENTEKTEST_Cervus_elaphus,Artiodactyla,1.0,79,79,1.0,1
109,12148_KLESZO_Sus_scrofa,Artiodactyla,1.0,36,7,5.142857142857143,8
110,479_KLESZO_Ovis_orientalis,Artiodactyla,1.0,89,64,1.390625,2
111,42_PENTEKTEST_Vulpes_vulpes,Carnivora,0.9354838709677419,33,31,1.064516129032258,2
112,42_PENTEKTEST_Felis_silvestris,Carnivora,1.0,47,46,1.0217391304347827,2
113,42_PENTEKTEST_Dog,Person,1.0,87,58,1.5,3
114,477_KLESZO_Ovis_orientalis,Artiodactyla,1.0,155,154,1.0064935064935066,2
115,136_PENTEKTEST_Vehicle,Vehicle,1.0,36,33,1.0909090909090908,2
116,1914_KLESZO_Vulpes_vulpes,Artiodactyla,0.8888888888888888,36,27,1.3333333333333333,3
